"Place_names_normalised_spanish","count","percentage","total_occurrences"
"Arganda del Rey",1,0.0118652112007594,1
"Argos",1,0.0118652112007594,1
"Aripa",1,0.0118652112007594,1
"Ariza",1,0.0118652112007594,1
"Arlanzón",1,0.0118652112007594,1
"Arrizafa",1,0.0118652112007594,1
"Asís",1,0.0118652112007594,2
"Asti",1,0.0118652112007594,1
"Astracán",1,0.0118652112007594,2
"Atelia",1,0.0118652112007594,2
"Atienza",1,0.0118652112007594,1
"Audalla",1,0.0118652112007594,1
"Aulide",1,0.0118652112007594,1
"Ausonia",1,0.0118652112007594,1
"Baena",1,0.0118652112007594,1
"Balaguer",1,0.0118652112007594,1
"Baleares",1,0.0118652112007594,1
"Balerma",1,0.0118652112007594,1
"Bamot",1,0.0118652112007594,1
"Baños de la Reina Mora",1,0.0118652112007594,1
"Barajas",1,0.0118652112007594,26
"Barbadillo",1,0.0118652112007594,4
"Barbarigo",1,0.0118652112007594,1
"Barco de Ávila",1,0.0118652112007594,1
"Barfol",1,0.0118652112007594,1
"Bari",1,0.0118652112007594,3
"Barletta",1,0.0118652112007594,17
"Barra de Sanlúcar",1,0.0118652112007594,1
"Barucoa",1,0.0118652112007594,1
"Basel",1,0.0118652112007594,1
"Basilicata",1,0.0118652112007594,2
"Belda",1,0.0118652112007594,1
"Belfor",1,0.0118652112007594,1
"Belmez",1,0.0118652112007594,5
"Belmonte",1,0.0118652112007594,1
"Benamarín",1,0.0118652112007594,1
"Benamejí",1,0.0118652112007594,1
"Benavento",1,0.0118652112007594,1
"Beocia",1,0.0118652112007594,1
"Berlián",1,0.0118652112007594,1
"Bermejas",1,0.0118652112007594,1
"Beserta",1,0.0118652112007594,1
"Beta y Mont",1,0.0118652112007594,2
"Betania",1,0.0118652112007594,3
"Betulia",1,0.0118652112007594,1
"Biafar",1,0.0118652112007594,1
"Biafara",1,0.0118652112007594,1
"Biarni",1,0.0118652112007594,1
"Bibalmazán",1,0.0118652112007594,1
"Bilbao",1,0.0118652112007594,1
"Bisanzón",1,0.0118652112007594,2
"Bisiñano",1,0.0118652112007594,1
"Bogotá",1,0.0118652112007594,1
"Borox",1,0.0118652112007594,1
"Bouges",1,0.0118652112007594,1
"Bozmar",1,0.0118652112007594,1
"Braga",1,0.0118652112007594,1
"Brava",1,0.0118652112007594,1
"Brest",1,0.0118652112007594,1
"Briviesca",1,0.0118652112007594,3
"Bruges",1,0.0118652112007594,1
"Buendía",1,0.0118652112007594,1
"Bulgaria",1,0.0118652112007594,1
"Burgo de Nimi",1,0.0118652112007594,2
"Burguillos",1,0.0118652112007594,1
"Burueba",1,0.0118652112007594,1
"Cabañas",1,0.0118652112007594,2
"Cabo Verde",1,0.0118652112007594,1
"Cal de Francos",1,0.0118652112007594,1
"Calambre",1,0.0118652112007594,1
"Calatayud",1,0.0118652112007594,1
"Calle de Alcalá",1,0.0118652112007594,1
"calle de Francos",1,0.0118652112007594,1
"calle de la Cabeza",1,0.0118652112007594,1
"calle de la Espada",1,0.0118652112007594,1
"calle de la Flor",1,0.0118652112007594,1
"calle de la Oliva",1,0.0118652112007594,1
"calle de las Armas",1,0.0118652112007594,1
"Calle de los Gomeles",1,0.0118652112007594,1
"Calle de los Jardines",1,0.0118652112007594,1
"calle de San Francisco",1,0.0118652112007594,1
"calle de San Luis",1,0.0118652112007594,1
"Calle del Arenal",1,0.0118652112007594,1
"Cambaya",1,0.0118652112007594,1
"Camis",1,0.0118652112007594,1
"Campeche",1,0.0118652112007594,1
"Campos Elisios",1,0.0118652112007594,1
"Campuzano",1,0.0118652112007594,1
"Cananea",1,0.0118652112007594,1
"Cañete de las torres",1,0.0118652112007594,1
"Cangas",1,0.0118652112007594,1
"Canosa di Puglia",1,0.0118652112007594,1
"Capadocia",1,0.0118652112007594,1
"Capalonas",1,0.0118652112007594,1
"Capira",1,0.0118652112007594,1
"Capitolio",1,0.0118652112007594,1
"Caravaca de la Cruz",1,0.0118652112007594,1
"Carmania",1,0.0118652112007594,1
"Carpeya",1,0.0118652112007594,1
"Carriedo",1,0.0118652112007594,1
"Carza",1,0.0118652112007594,1
"Casa San Severina",1,0.0118652112007594,3
"Casiano",1,0.0118652112007594,1
"Castañar",1,0.0118652112007594,1
"Castellar de la Frontera",1,0.0118652112007594,1
"Castellón",1,0.0118652112007594,11
"Castil David",1,0.0118652112007594,2
"Castilguillermo",1,0.0118652112007594,1
"Castillo de Altarriba",1,0.0118652112007594,1
"Castroviejo",1,0.0118652112007594,1
"Catania",1,0.0118652112007594,10
"Catarrocha",1,0.0118652112007594,1
"Caucaso",1,0.0118652112007594,1
"Cayucupil",1,0.0118652112007594,1
"Cerro de Andalicán",1,0.0118652112007594,2
"Cerro Rico",1,0.0118652112007594,1
"Cevita Vieja",1,0.0118652112007594,1
"Chacona",1,0.0118652112007594,1
"Chafalonia",1,0.0118652112007594,1
"Chapela",1,0.0118652112007594,1
"Chincoya",1,0.0118652112007594,7
"Cirueña",1,0.0118652112007594,2
"Citra",1,0.0118652112007594,1
"Coca",1,0.0118652112007594,1
"Coín",1,0.0118652112007594,8
"Colinia",1,0.0118652112007594,1
"Colombres",1,0.0118652112007594,1
"Concepción",1,0.0118652112007594,1
"Consuegra",1,0.0118652112007594,3
"Convento de Santa Clara",1,0.0118652112007594,5
"Corón",1,0.0118652112007594,1
"Cortefue",1,0.0118652112007594,1
"Cortijo de las Peñas",1,0.0118652112007594,1
"Crevillén",1,0.0118652112007594,1
"Croya",1,0.0118652112007594,1
"Cuba",1,0.0118652112007594,1
"Cumana",1,0.0118652112007594,1
"Damasco",1,0.0118652112007594,1
"Daraja",1,0.0118652112007594,1
"Daroca",1,0.0118652112007594,1
"Dinadamar",1,0.0118652112007594,1
"Dotaïn",1,0.0118652112007594,1
"Dunquerque",1,0.0118652112007594,1
"Dura",1,0.0118652112007594,1
"Ebrón",1,0.0118652112007594,1
"Efes",1,0.0118652112007594,1
"Egina",1,0.0118652112007594,1
"El Espinar",1,0.0118652112007594,1
"Elba",1,0.0118652112007594,1
"Elche",1,0.0118652112007594,1
"Elíseos",1,0.0118652112007594,1
"Emaus",1,0.0118652112007594,2
"Emaús",1,0.0118652112007594,1
"Enchusén",1,0.0118652112007594,1
"Engol",1,0.0118652112007594,2
"Eradïano",1,0.0118652112007594,1
"Errenteria",1,0.0118652112007594,1
"Escalona",1,0.0118652112007594,3
"Escarpanto",1,0.0118652112007594,1
"Esclavonia",1,0.0118652112007594,1
"Esmirna",1,0.0118652112007594,1
"Estepa",1,0.0118652112007594,1
"Estridón",1,0.0118652112007594,2
"Euripos",1,0.0118652112007594,1
"Eutrosa",1,0.0118652112007594,1
"Farán",1,0.0118652112007594,4
"Faro",1,0.0118652112007594,1
"Faura",1,0.0118652112007594,1
"Fenecén",1,0.0118652112007594,1
"Fenez",1,0.0118652112007594,1
"Ferezca",1,0.0118652112007594,1
"Fert",1,0.0118652112007594,1
"Filipinas",1,0.0118652112007594,1
"Fos",1,0.0118652112007594,1
"Fraga",1,0.0118652112007594,4
"Francialisa",1,0.0118652112007594,1
"Franconfordia",1,0.0118652112007594,2
"Fuenlabrada",1,0.0118652112007594,1
"Fuente Aguinaldo",1,0.0118652112007594,1
"Fuente Castellana",1,0.0118652112007594,2
"Fuente Imán",1,0.0118652112007594,1
"Fuente Ovejuna",1,0.0118652112007594,36
"Fuente Zumel",1,0.0118652112007594,1
"Fuerteventura",1,0.0118652112007594,1
"Galera",1,0.0118652112007594,1
"Gales",1,0.0118652112007594,3
"Gandelo",1,0.0118652112007594,1
"Garaguí",1,0.0118652112007594,1
"Gárgano",1,0.0118652112007594,1
"Garganta la Olla",1,0.0118652112007594,4
"Garigliano",1,0.0118652112007594,1
"Gavia",1,0.0118652112007594,1
"Gedrosia",1,0.0118652112007594,1
"Genel",1,0.0118652112007594,1
"Getsemaní",1,0.0118652112007594,1
"Gibraleón",1,0.0118652112007594,1
"Gomeles",1,0.0118652112007594,1
"Gozán",1,0.0118652112007594,1
"Gradas",1,0.0118652112007594,3
"Grado",1,0.0118652112007594,1
"Gran Bretaña",1,0.0118652112007594,1
"Guadaira",1,0.0118652112007594,1
"Guanahani",1,0.0118652112007594,4
"Güelmes",1,0.0118652112007594,1
"Guimaráns",1,0.0118652112007594,2
"Guisando",1,0.0118652112007594,1
"Guyana",1,0.0118652112007594,3
"Habor",1,0.0118652112007594,1
"Haiti",1,0.0118652112007594,8
"Hidaspe",1,0.0118652112007594,1
"Hidaspes",1,0.0118652112007594,1
"Hieros",1,0.0118652112007594,1
"Horán",1,0.0118652112007594,1
"Hored",1,0.0118652112007594,1
"Hornachuelos",1,0.0118652112007594,1
"Hostilia",1,0.0118652112007594,1
"Huelva",1,0.0118652112007594,1
"Huerta del Rey",1,0.0118652112007594,1
"Idumea",1,0.0118652112007594,2
"Iglesia de San Jerónimo el Real",1,0.0118652112007594,1
"Iglesia de San Sebastián",1,0.0118652112007594,3
"Iglesia de Santa María Magdalena",1,0.0118652112007594,2
"Indias de Marte",1,0.0118652112007594,1
"Islas Terceras",1,0.0118652112007594,1
"Iznatoraf",1,0.0118652112007594,4
"Jabea",1,0.0118652112007594,1
"Jaragui",1,0.0118652112007594,2
"Jarana",1,0.0118652112007594,1
"Jarifa",1,0.0118652112007594,2
"Jatelete",1,0.0118652112007594,2
"Játiva",1,0.0118652112007594,1
"Jope",1,0.0118652112007594,1
"La Concepción",1,0.0118652112007594,2
"La Goleta",1,0.0118652112007594,2
"La Guaira",1,0.0118652112007594,1
"La Guardia",1,0.0118652112007594,2
"La Roda",1,0.0118652112007594,1
"La Saïdia",1,0.0118652112007594,1
"La Sisla de Toledo",1,0.0118652112007594,1
"La Zambra",1,0.0118652112007594,1
"Labán",1,0.0118652112007594,1
"Labor",1,0.0118652112007594,1
"Lagos",1,0.0118652112007594,1
"Landedeste",1,0.0118652112007594,1
"Laredo",1,0.0118652112007594,1
"Las Palmas de Gran Canaria",1,0.0118652112007594,2
"Las Ventas",1,0.0118652112007594,2
"Lebis",1,0.0118652112007594,1
"Leda",1,0.0118652112007594,1
"Lemos",1,0.0118652112007594,1
"León de San Marcos",1,0.0118652112007594,1
"Leone",1,0.0118652112007594,1
"Lepe",1,0.0118652112007594,1
"Lerín",1,0.0118652112007594,1
"Lesbos",1,0.0118652112007594,9
"Leuven",1,0.0118652112007594,1
"Liberia",1,0.0118652112007594,1
"Licaonia",1,0.0118652112007594,1
"Licata",1,0.0118652112007594,4
"Limbo",1,0.0118652112007594,1
"Litris",1,0.0118652112007594,1
"Livonia",1,0.0118652112007594,3
"Loja",1,0.0118652112007594,2
"Lomelín",1,0.0118652112007594,1
"Lora",1,0.0118652112007594,1
"Los Filabres-Tabernas",1,0.0118652112007594,1
"Los Remedios",1,0.0118652112007594,1
"Los Yébenes",1,0.0118652112007594,4
"Lucena",1,0.0118652112007594,1
"Luque",1,0.0118652112007594,1
"Madalenas",1,0.0118652112007594,1
"Madeira",1,0.0118652112007594,1
"Madrialo",1,0.0118652112007594,1
"Madrillos",1,0.0118652112007594,1
"Magallanes",1,0.0118652112007594,1
"Magán",1,0.0118652112007594,1
"Mandinga",1,0.0118652112007594,1
"Manresa",1,0.0118652112007594,3
"Maqueda",1,0.0118652112007594,1
"Mar de Alborán",1,0.0118652112007594,2
"Mar de Galilea",1,0.0118652112007594,1
"Mar de las Sirenas",1,0.0118652112007594,1
"Mar del Sur",1,0.0118652112007594,1
"Mar Grande",1,0.0118652112007594,1
"Mar Tirreno",1,0.0118652112007594,1
"Marañón",1,0.0118652112007594,1
"Marchena",1,0.0118652112007594,1
"Marle",1,0.0118652112007594,1
"Mármol",1,0.0118652112007594,1
"Masareta",1,0.0118652112007594,1
"Mastrique",1,0.0118652112007594,11
"Mayorga",1,0.0118652112007594,1
"Medea",1,0.0118652112007594,1
"Medos",1,0.0118652112007594,1
"Melfa",1,0.0118652112007594,2
"Membrilla",1,0.0118652112007594,18
"Memphis",1,0.0118652112007594,1
"Mencia",1,0.0118652112007594,2
"Menorca",1,0.0118652112007594,1
"Mequinez",1,0.0118652112007594,1
"Mérida",1,0.0118652112007594,2
"Mesón del Atalante",1,0.0118652112007594,1
"Mesón del Sevillano",1,0.0118652112007594,2
"Mesuar",1,0.0118652112007594,1
"Milagro",1,0.0118652112007594,1
"Minaroz",1,0.0118652112007594,1
"Miralba",1,0.0118652112007594,2
"Miramamolín",1,0.0118652112007594,1
"Mistà",1,0.0118652112007594,1
"Moguer",1,0.0118652112007594,1
"Monasterio de Cistel",1,0.0118652112007594,3
"Monasterio de San Bruno",1,0.0118652112007594,1
"Monasterio de San Juan de los Reyes",1,0.0118652112007594,2
"Monasterio de San Leonardo de Alba",1,0.0118652112007594,1
"Monasterio de San Miguel de los Reyes",1,0.0118652112007594,1
"Moncada",1,0.0118652112007594,1
"Moncayo",1,0.0118652112007594,1
"Montalto",1,0.0118652112007594,1
"Monte Atón",1,0.0118652112007594,1
"Monte Calvario",1,0.0118652112007594,1
"Monte Casino",1,0.0118652112007594,1
"Monte Celio",1,0.0118652112007594,1
"monte Cisalpino",1,0.0118652112007594,1
"Monte de Arón",1,0.0118652112007594,1
"Monte de las Olivas",1,0.0118652112007594,1
"Monte Esquilino",1,0.0118652112007594,1
"Monte Falcano",1,0.0118652112007594,1
"monte Helicona",1,0.0118652112007594,1
"Monte Ida",1,0.0118652112007594,1
"monte Imán",1,0.0118652112007594,1
"monte Joaquín",1,0.0118652112007594,1
"Monte Lauro",1,0.0118652112007594,1
"Monte Olivete",1,0.0118652112007594,1
"Monte Palatino",1,0.0118652112007594,1
"Monte Partenio",1,0.0118652112007594,1
"Monte Pindo",1,0.0118652112007594,1
"monte Riselo",1,0.0118652112007594,1
"Monte Tauro",1,0.0118652112007594,1
"Montefiascone",1,0.0118652112007594,4
"Monteflor",1,0.0118652112007594,1
"Montemayor",1,0.0118652112007594,1
"Montemedoro",1,0.0118652112007594,1
"Monterrey",1,0.0118652112007594,1
"Montes de Toledo",1,0.0118652112007594,1
"Montes Marianos",1,0.0118652112007594,1
"montes Pesulanos",1,0.0118652112007594,1
"montes Riseos",1,0.0118652112007594,1
"Montiel",1,0.0118652112007594,2
"Monviedro",1,0.0118652112007594,1
"Mora",1,0.0118652112007594,1
"Moraña",1,0.0118652112007594,3
"Moratalla",1,0.0118652112007594,1
"Moravia",1,0.0118652112007594,1
"Mormojón",1,0.0118652112007594,1
"Motril",1,0.0118652112007594,3
"Muley",1,0.0118652112007594,1
"Murabel",1,0.0118652112007594,2
"Namur",1,0.0118652112007594,1
"Nantes",1,0.0118652112007594,1
"Navalcarnero",1,0.0118652112007594,1
"Navarino",1,0.0118652112007594,1
"Navarrete",1,0.0118652112007594,1
"Nebo",1,0.0118652112007594,1
"Nervi",1,0.0118652112007594,1
"Nicomedia",1,0.0118652112007594,3
"Nicosia",1,0.0118652112007594,3
"Niebla",1,0.0118652112007594,1
"Niobe",1,0.0118652112007594,1
"Nitria",1,0.0118652112007594,4
"Noroña",1,0.0118652112007594,1
"Novara",1,0.0118652112007594,1
"Océano Atlántico",1,0.0118652112007594,1
"Oceso",1,0.0118652112007594,1
"Oliva",1,0.0118652112007594,2
"Oñate",1,0.0118652112007594,1
"Orbea",1,0.0118652112007594,1
"Órbigo",1,0.0118652112007594,1
"Orgaz",1,0.0118652112007594,1
"Órgiva",1,0.0118652112007594,1
"Ormuz",1,0.0118652112007594,1
"Oropesa",1,0.0118652112007594,1
"Osorno",1,0.0118652112007594,2
"Pactolo",1,0.0118652112007594,1
"País",1,0.0118652112007594,1
"Palacio de la Aljafería",1,0.0118652112007594,1
"Palamós",1,0.0118652112007594,1
"Palma de Sol",1,0.0118652112007594,1
"Palmyra",1,0.0118652112007594,1
"Panamá",1,0.0118652112007594,20
"Pancaya",1,0.0118652112007594,1
"Pangeo",1,0.0118652112007594,1
"Panonia",1,0.0118652112007594,1
"Paraguay",1,0.0118652112007594,1
"Paraná",1,0.0118652112007594,1
"Parda",1,0.0118652112007594,1
"Pardo",1,0.0118652112007594,1
"Partaria",1,0.0118652112007594,1
"Partenio",1,0.0118652112007594,1
"Pastrana",1,0.0118652112007594,1
"Paulo",1,0.0118652112007594,1
"Paypurti",1,0.0118652112007594,1
"Pecis",1,0.0118652112007594,1
"Peñafiel",1,0.0118652112007594,1
"Peñalén",1,0.0118652112007594,3
"Peñanegra",1,0.0118652112007594,2
"Peñaranda de Duero",1,0.0118652112007594,2
"Penco",1,0.0118652112007594,1
"Peñón de Gibraltar",1,0.0118652112007594,1
"Peñón de Vélez de la Gomera",1,0.0118652112007594,1
"Pérgamo",1,0.0118652112007594,1
"Pernambuco",1,0.0118652112007594,1
"Petralia",1,0.0118652112007594,1
"Petrijón",1,0.0118652112007594,2
"Piazza San Marco",1,0.0118652112007594,1
"Pícala",1,0.0118652112007594,1
"Picardía",1,0.0118652112007594,1
"Pie de Gruta",1,0.0118652112007594,1
"Piedragruta",1,0.0118652112007594,1
"Pisuerga",1,0.0118652112007594,1
"plaza Ardenio",1,0.0118652112007594,1
"Plaza de Antón Martín",1,0.0118652112007594,1
"Plaza de León",1,0.0118652112007594,1
"plaza de San Francisco",1,0.0118652112007594,1
"plaza de Sanlúcar",1,0.0118652112007594,1
"plaza del Ángel",1,0.0118652112007594,1
"Plaza del Capitolio",1,0.0118652112007594,1
"plaza del Rocío",1,0.0118652112007594,1
"Plaza Nueva",1,0.0118652112007594,1
"Plaza Real",1,0.0118652112007594,1
"Pondelóu",1,0.0118652112007594,1
"Pontevedra",1,0.0118652112007594,1
"Ponto Negro",1,0.0118652112007594,1
"Porto",1,0.0118652112007594,1
"Portohércules",1,0.0118652112007594,1
"Pozgaya",1,0.0118652112007594,1
"Prada",1,0.0118652112007594,1
"Praga",1,0.0118652112007594,2
"Propontis",1,0.0118652112007594,1
"Puche",1,0.0118652112007594,1
"Puente de Eume",1,0.0118652112007594,1
"Puente de Segovia",1,0.0118652112007594,1
"Puentefusco",1,0.0118652112007594,1
"Puerta Bisagra",1,0.0118652112007594,1
"Puerta Cerrada",1,0.0118652112007594,1
"Puerta de Guadalajara y Platería",1,0.0118652112007594,1
"Puerta de Jeréz",1,0.0118652112007594,1
"Puerta de la Vega",1,0.0118652112007594,1
"Puerta Real",1,0.0118652112007594,1
"Puerto Rico",1,0.0118652112007594,1
"Puglia",1,0.0118652112007594,1
"Pujarra",1,0.0118652112007594,1
"Pulán",1,0.0118652112007594,1
"Punta Delgada",1,0.0118652112007594,2
"Purén",1,0.0118652112007594,2
"Puycerdán",1,0.0118652112007594,1
"Puzol",1,0.0118652112007594,1
"Quiloa",1,0.0118652112007594,1
"Quintanapalla",1,0.0118652112007594,1
"Rafidín",1,0.0118652112007594,1
"Ramata",1,0.0118652112007594,1
"Ramla",1,0.0118652112007594,1
"Ratisbona",1,0.0118652112007594,2
"Ravena",1,0.0118652112007594,1
"Reduán",1,0.0118652112007594,1
"Rens",1,0.0118652112007594,1
"Rentin",1,0.0118652112007594,1
"Retiro",1,0.0118652112007594,1
"Rialto",1,0.0118652112007594,2
"Ribagorza",1,0.0118652112007594,1
"Rijoles",1,0.0118652112007594,1
"Río Tagarete",1,0.0118652112007594,1
"Rivialmazán",1,0.0118652112007594,1
"Roda",1,0.0118652112007594,1
"Roremonda",1,0.0118652112007594,6
"Rosalba",1,0.0118652112007594,2
"Roses",1,0.0118652112007594,2
"Ruan",1,0.0118652112007594,1
"Saelices",1,0.0118652112007594,1
"Salas",1,0.0118652112007594,5
"Salceda",1,0.0118652112007594,1
"Salinas",1,0.0118652112007594,1
"Salisbury",1,0.0118652112007594,7
"Salónica",1,0.0118652112007594,1
"Salsas",1,0.0118652112007594,1
"Salso",1,0.0118652112007594,1
"Saluces",1,0.0118652112007594,2
"Salvador",1,0.0118652112007594,4
"Sambra",1,0.0118652112007594,2
"San Angelo",1,0.0118652112007594,1
"San Antolín",1,0.0118652112007594,1
"San Blas",1,0.0118652112007594,1
"San Clemente",1,0.0118652112007594,1
"San Esteban",1,0.0118652112007594,1
"San Germán",1,0.0118652112007594,2
"San Gil",1,0.0118652112007594,1
"San Jerónimo",1,0.0118652112007594,1
"San Juan de Flores",1,0.0118652112007594,1
"San Juan de la Palma",1,0.0118652112007594,2
"San Lucas",1,0.0118652112007594,1
"San Martín de la Vega",1,0.0118652112007594,1
"San Martín y Alaejos",1,0.0118652112007594,1
"San Nicolás",1,0.0118652112007594,2
"San Nícolas",1,0.0118652112007594,2
"San Payo",1,0.0118652112007594,1
"San Pedro de Cardeña",1,0.0118652112007594,1
"San Pelayo",1,0.0118652112007594,1
"San Ponce de Tomaras",1,0.0118652112007594,3
"San Quintín",1,0.0118652112007594,1
"San Román",1,0.0118652112007594,3
"San Roque",1,0.0118652112007594,1
"San Tiau",1,0.0118652112007594,1
"San Vicente",1,0.0118652112007594,2
"Sanderson",1,0.0118652112007594,1
"Sangüesa",1,0.0118652112007594,4
"Santa Ana",1,0.0118652112007594,1
"Santa Cruz",1,0.0118652112007594,1
"Santa Engracia",1,0.0118652112007594,1
"Santa María la Blanca",1,0.0118652112007594,1
"Santa Olalla",1,0.0118652112007594,1
"Santa Susana",1,0.0118652112007594,1
"Santander",1,0.0118652112007594,1
"Santiago del Collado",1,0.0118652112007594,2
"Sañuela",1,0.0118652112007594,2
"Sarepta",1,0.0118652112007594,1
"Sarria",1,0.0118652112007594,1
"Sayago",1,0.0118652112007594,2
"Selaya",1,0.0118652112007594,1
"Senaar",1,0.0118652112007594,1
"Senar",1,0.0118652112007594,1
"Sequera",1,0.0118652112007594,1
"Serbia",1,0.0118652112007594,1
"Sesa",1,0.0118652112007594,2
"Sesarte",1,0.0118652112007594,1
"Setubal",1,0.0118652112007594,1
"Sidón",1,0.0118652112007594,1
"Sierra de Capira",1,0.0118652112007594,1
"Sietevillas",1,0.0118652112007594,1
"Siquen",1,0.0118652112007594,2
"Siracana",1,0.0118652112007594,1
"Sirena",1,0.0118652112007594,1
"Sirenas",1,0.0118652112007594,1
"Sisla",1,0.0118652112007594,1
"Socot",1,0.0118652112007594,1
"Sofala",1,0.0118652112007594,2
"Somosierra",1,0.0118652112007594,1
"Sopoto",1,0.0118652112007594,1
"Soria",1,0.0118652112007594,1
"Sortiguera",1,0.0118652112007594,1
"Soto de Manzanares",1,0.0118652112007594,8
"Tabarca",1,0.0118652112007594,1
"Talcaguano",1,0.0118652112007594,1
"Tamis",1,0.0118652112007594,1
"Tántalo",1,0.0118652112007594,1
"Taranto",1,0.0118652112007594,1
"Tarazona",1,0.0118652112007594,2
"Tarsis",1,0.0118652112007594,1
"Tejares",1,0.0118652112007594,1
"Tel Megiddo",1,0.0118652112007594,1
"Temetinda",1,0.0118652112007594,1
"Temiscira",1,0.0118652112007594,2
"Temisnam",1,0.0118652112007594,1
"Tenez",1,0.0118652112007594,1
"Tepecas",1,0.0118652112007594,1
"Tiber",1,0.0118652112007594,1
"Tierra del Fuego",1,0.0118652112007594,1
"Tierra Santa",1,0.0118652112007594,1
"Tirana",1,0.0118652112007594,1
"Tiraza",1,0.0118652112007594,1
"Tiria",1,0.0118652112007594,1
"Tirol",1,0.0118652112007594,1
"Tolemaida",1,0.0118652112007594,1
"Tolentino",1,0.0118652112007594,1
"Tondaya",1,0.0118652112007594,1
"Toral de los Guzmanes",1,0.0118652112007594,13
"Tordelaguna",1,0.0118652112007594,1
"Tordesillas",1,0.0118652112007594,1
"Torre de Belén",1,0.0118652112007594,1
"Torre de Comares",1,0.0118652112007594,1
"Torre de Visagra",1,0.0118652112007594,1
"torre del Águila",1,0.0118652112007594,1
"Totipela",1,0.0118652112007594,1
"Tralades",1,0.0118652112007594,1
"Trento",1,0.0118652112007594,1
"Tréveris",1,0.0118652112007594,1
"Trinidad",1,0.0118652112007594,1
"Triones",1,0.0118652112007594,1
"Tucapel",1,0.0118652112007594,4
"Urenia",1,0.0118652112007594,1
"Urueña",1,0.0118652112007594,1
"Vaciamadrid",1,0.0118652112007594,2
"Val de Narciso",1,0.0118652112007594,1
"Valdecalderas",1,0.0118652112007594,1
"Valdecorneja",1,0.0118652112007594,1
"Valdemoro",1,0.0118652112007594,1
"Valle de Corneja",1,0.0118652112007594,1
"Valle de la Fuenfrida",1,0.0118652112007594,1
"Valle de Terebintho",1,0.0118652112007594,1
"Valle de Toranzo",1,0.0118652112007594,1
"Vandon",1,0.0118652112007594,1
"Veraguas",1,0.0118652112007594,1
"Vercelli",1,0.0118652112007594,1
"Verona",1,0.0118652112007594,19
"Villacanes",1,0.0118652112007594,1
"Villacastín",1,0.0118652112007594,1
"Villaflor",1,0.0118652112007594,4
"Villalón de Campos",1,0.0118652112007594,1
"Villalonso",1,0.0118652112007594,1
"Villamartín",1,0.0118652112007594,1
"Villanueva de la Jara",1,0.0118652112007594,1
"Villarreal",1,0.0118652112007594,2
"Viseo",1,0.0118652112007594,2
"Viseu",1,0.0118652112007594,1
"Viterbo",1,0.0118652112007594,3
"Vivar",1,0.0118652112007594,1
"Vivares",1,0.0118652112007594,1
"Yelbes",1,0.0118652112007594,1
"Yepes",1,0.0118652112007594,1
"Zacatín",1,0.0118652112007594,1
"Zahara",1,0.0118652112007594,1
"Zalamea de la Serena",1,0.0118652112007594,12
"Zanfara",1,0.0118652112007594,4
"Zante",1,0.0118652112007594,1
"Zape",1,0.0118652112007594,1
"Zarzamora",1,0.0118652112007594,1
"Zarzuela",1,0.0118652112007594,2
"Zefalonía",1,0.0118652112007594,2
"Zopiro",1,0.0118652112007594,1
